Gene	Treatment B label
SVEP1	-7.9
SVIL	0.03
SVIP	9.67
SVOP	5.42
SVOPL	9.36
SWAP70	4.78
SWI5	9.37
SWSAP1	-1.74
SWT1	8.28
SYAP1	5.37
SYBU	-6.07
SYCE1	4.04
SYCE1L	9.65
SYCE2	-8.82
SYCE3	0.46
SYCN	-3.37
SYCP1	-4.48
SYCP2	-1.94
SYCP2L	-3.03
SYCP3	9.75
SYDE1	-3.82
SYDE2	4.3
SYF2	-1.61
SYK	1.03
SYMPK	-6.71
SYN1	-1.17
SYN2	-6.27
SYN3	-1.82
SYNC	-2.96
SYNCRIP	-3.05
SYNDIG1	-9.36
SYNDIG1L	7.73
SYNE1	7.69
SYNE2	0.89
SYNE3	-1.46
SYNE4	3.1
SYNGAP1	-4.02
SYNGR1	-4.67
SYNGR2	-4.58
SYNGR3	2.93
SYNGR4	-5.39
SYNJ1	8.02
SYNJ2	-2.33
SYNJ2BP	-5.61
SYNM	-1.78
SYNPO	4.39
SYNPO2	7.58
SYNPO2L	-2.65
SYNPR	-9.99
SYNRG	-7.51
SYP	-8.56
SYPL1	-1.95
SYPL2	-0.29
SYS1	-5.86
SYT1	3.11
SYT10	-9.92
SYT11	9.03
SYT12	4.14
SYT13	8.91
SYT14	-6.02
SYT15	4.27
SYT16	-3.09
SYT17	1.23
SYT2	-0.49
SYT3	-8.73
SYT4	4.33
SYT5	-1.77
SYT6	-1.01
SYT7	4.48
SYT8	-7.99
SYT9	5.74
SYTL1	-2.45
SYTL2	-6.14
SYTL3	-0.23
SYTL4	2.47
SYTL5	5.07
SYVN1	9.73
SZRD1	1.16
SZT2	-0.52
T	-0.85
TAAR1	-8.95
TAAR2	2.12
TAAR5	6.87
TAAR6	-6.88
TAAR8	5.09
TAAR9	-1.13
TAB1	-0.22
TAB2	-7.99
TAB3	-4.11
TAC1	5.59
TAC3	9.74
TAC4	5.89
TACC1	-9.61
TACC2	9.22
TACC3	8.69
TACO1	5.38
TACR1	0.44
TACR2	-4.01
TACR3	-8.93
TACSTD2	-1.25
TADA1	-5.54
TADA2A	-9.75
TADA2B	0.7
TADA3	-3.77
TAF1	5.09
TAF10	8.15
TAF11	6.55
TAF12	0
TAF13	-4.26
TAF15	-3.25
TAF1A	6.69
TAF1B	-4.49
TAF1C	0.49
TAF1D	-3.69
TAF1L	4.75
TAF2	-7.02
TAF3	-6.49
TAF4	-9.16
TAF4B	4.52
TAF5	8.2
TAF5L	6.67
TAF6	-8.66
TAF6L	-7.82
TAF7	2.87
TAF7L	-6.57
TAF8	5.01
TAF9	-6.53
TAF9B	7.33
TAGAP	9.61
TAGLN	-0.4
TAGLN2	-4.52
TAGLN3	1.79
TAL1	-0.27
TAL2	4.59
TALDO1	9.05
TAMM41	-2.73
TANC1	-4.8
TANC2	6.37
TANGO2	-4.11
TANGO6	0.06
TANK	-7.44
TAOK1	-0.91
TAOK2	-9.82
TAOK3	-1.71
TAP1	-3.81
TAP2	6.36
TAPBP	8.36
TAPBPL	0.41
TAPT1	1.68
TARBP1	1.6
TARBP2	-6.24
TARDBP	-3.05
TARM1	7.03
TARP	7.2
TARS	6.04
TARS2	6.51
TARSL2	-5.05
TAS1R1	3.93
TAS1R2	9.62
TAS1R3	1.74
TAS2R1	-0.39
TAS2R10	-8.03
TAS2R13	0.85
TAS2R14	6.22
TAS2R16	4.26
TAS2R19	6.03
TAS2R20	-9.66
TAS2R3	2.35
TAS2R30	0.59
TAS2R31	-3
TAS2R38	1.77
TAS2R39	-6.03
TAS2R4	-4.23
TAS2R40	5.53
TAS2R41	1.71
TAS2R42	-1.7
TAS2R43	-6.61
TAS2R46	6.48
TAS2R5	-7.25
TAS2R50	-0.66
TAS2R60	-2.53
TAS2R7	4.12
TAS2R8	6.46
TAS2R9	9.98
TASP1	5.25
TAT	-5.94
TATDN1	4.58
TATDN2	-7.76
TATDN3	-4.84
TAX1BP1	-8.92
TAX1BP3	8.82
TAZ	1.13
TBATA	1.16
TBC1D1	5.6
TBC1D10A	-7.71
TBC1D10B	1.17
TBC1D10C	-7.69
TBC1D12	8.11
TBC1D13	4.32
TBC1D14	-3.64
TBC1D15	7.26
TBC1D16	8.58
TBC1D17	3.4
TBC1D19	6.01
TBC1D2	-9.24
TBC1D20	6.56
TBC1D21	8.52
TBC1D22A	-9.55
TBC1D22B	3.12
TBC1D23	-4.16
TBC1D24	9.24
TBC1D25	2.18
TBC1D26	-7.51
TBC1D28	7.59
TBC1D29	-2.78
TBC1D2B	9.27
TBC1D3	-10
TBC1D30	9.83
TBC1D31	8.3
TBC1D32	-0.98
TBC1D3B	-3.07
TBC1D3C	-5.36
TBC1D3F	-6.98
TBC1D3G	-0.11
TBC1D3H	0.49
TBC1D4	-3.55
TBC1D5	-8.33
TBC1D7	1.42
TBC1D8	7.85
TBC1D8B	-3.41
TBC1D9	-8.93
TBC1D9B	7.66
TBCA	-0.4
TBCB	-1.51
TBCC	4.28
TBCCD1	6.03
TBCD	-4.28
TBCE	-1.35
TBCEL	0.83
TBCK	-1.92
TBK1	-7.73
TBKBP1	-0.33
TBL1X	9
TBL1XR1	-6.14
TBL1Y	9.49
TBL2	3.93
TBL3	-6.38
TBP	2.25
TBPL1	7.58
TBPL2	-4.33
TBR1	-2.88
TBRG1	4.46
TBRG4	8.99
TBX1	-3.02
TBX10	7.42
TBX15	5.14
TBX18	1.66
TBX19	-3.29
TBX2	8.84
TBX20	1.43
TBX21	-7.29
TBX22	-8.77
TBX3	1.7
TBX4	-1.44
TBX5	0.53
TBX6	3.01
TBXA2R	-7.65
TBXAS1	0.18
TC2N	8.49
TCAIM	8.74
TCAP	-2.78
TCEA1	4.01
TCEA2	9.79
TCEA3	-8.58
TCEAL1	6.05
TCEAL2	9.05
TCEAL3	-4.59
TCEAL4	-8.55
TCEAL5	7.79
TCEAL6	-8.8
TCEAL7	-7.65
TCEAL8	-3.2
TCEANC	-3.11
TCEANC2	-8.15
TCEB1	3.15
TCEB2	-3.13
TCEB3	9.84
TCEB3B	7.27
TCEB3C	-5.12
TCEB3CL	-3.07
TCEB3CL2	-1.44
TCERG1	-2.21
TCERG1L	-1.7
TCF12	5.77
TCF15	-8.52
TCF19	5.26
TCF20	4.4
TCF21	-8.25
TCF23	-9.48
TCF24	7.19
TCF25	9.16
TCF3	-0.82
TCF4	-6.43
TCF7	4.36
TCF7L1	-6.3
TCF7L2	-2.15
TCFL5	-7.35
TCHH	0.66
TCHHL1	4.28
TCHP	-9.35
TCIRG1	-3.22
TCL1A	2.66
TCL1B	-1.06
TCN1	6.64
TCN2	7.22
TCOF1	-9.24
TCP1	-8.96
TCP10	-5.21
TCP10L	0.24
TCP10L2	8.47
TCP11	-8.23
TCP11L1	4.87
TCP11L2	-4.04
TCP11X2	7.84
TCTA	4.97
TCTE1	2.47
TCTE3	-2.98
TCTEX1D1	-7.89
TCTEX1D2	5.32
TCTEX1D4	-6.11
TCTN1	-8.51
TCTN2	-7.04
TCTN3	-8.94
TDG	-3.44
TDGF1	-8.31
TDO2	-4.56
TDP1	6.51
TDP2	2.77
TDRD1	-3.86
TDRD10	-8.22
TDRD12	4.38
TDRD3	-2.62
TDRD5	-3.71
TDRD6	9.22
TDRD7	7.98
TDRD9	-3.57
TDRKH	-7.51
TDRP	-6.14
TEAD1	9.64
TEAD2	9.1
TEAD3	-9.74
TEAD4	9.48
TEC	1.76
TECPR1	-4.74
TECPR2	2.27
TECR	8.73
TECRL	-9.85
TECTA	-4.35
TECTB	0.12
TEDDM1	-2.46
TEF	6.15
TEFM	-8.23
TEK	-1.88
TEKT1	-0.6
TEKT2	-1.85
TEKT3	4.16
TEKT4	-3.46
TEKT5	0.25
TELO2	1.58
TEN1	1.92
TENC1	5.15
TENM1	-4.39
TENM2	-4.58
TENM3	3.15
TENM4	-9.43
TEP1	-4.99
TEPP	7.45
TERF1	-1.4
TERF2	-1.75
TERF2IP	-1.85
TERT	7.76
TES	-3.96
TESC	-9.02
TESK1	9.9
TESK2	1.14
TESPA1	8.23
TET1	6.51
TET2	-4.25
TET3	-1.61
TEX10	-9.02
TEX101	8.44
TEX11	2.49
TEX12	7.7
TEX13A	-1.39
TEX13B	5.3
TEX14	-7.93
TEX15	1.35
TEX19	4.83
TEX2	0.54
TEX22	-7.95
TEX26	6.87
TEX261	-8.37
TEX264	-6.35
TEX28	0.48
TEX29	-7.04
TEX30	-1.75
TEX33	-6.62
TEX35	0.96
TEX36	7.55
TEX37	-8.59
TEX38	3.35
TEX40	5.48
TEX9	-2.18
TF	-7.54
TFAM	-5.66
TFAP2A	9.44
TFAP2B	1.36
TFAP2C	5.83
TFAP2D	7.33
TFAP2E	-0.92
TFAP4	-7.13
TFB1M	7.65
TFB2M	4.43
TFCP2	-4.27
TFCP2L1	2.39
TFDP1	6.08
TFDP2	0.65
TFDP3	0.22
TFE3	-9.82
TFEB	-5.03
TFEC	1.63
TFF1	3.16
TFF2	0.45
TFF3	9.75
TFG	-6.34
TFIP11	1.68
TFPI	-4.47
TFPI2	0.31
TFPT	6.02
TFR2	-5.87
TFRC	-4.96
TG	-0.9
TGDS	-7.67
TGFA	1.09
TGFB1	-1.77
TGFB1I1	-8.38
TGFB2	2.97
TGFB3	-9.16
TGFBI	4.6
TGFBR1	-2.65
TGFBR2	-7.58
TGFBR3	0.37
TGFBR3L	6.08
TGFBRAP1	8.77
TGIF1	1.39
TGIF2	7.42
TGIF2-C20orf24	-0.52
TGIF2LX	9
TGIF2LY	2.65
TGM1	-1.44
TGM2	6.11
TGM3	-2.22
TGM4	3.54
TGM5	-5.72
TGM6	-8.56
TGM7	1.51
TGOLN2	7.52
TGS1	0.95
TH	7.32
THADA	4.18
THAP1	-2.2
THAP10	2.32
THAP11	9.99
THAP2	-6.34
THAP3	8.07
THAP4	0.61
THAP5	4.55
THAP6	3.18
THAP7	-2.89
THAP8	8.62
THAP9	-7.91
THBD	0
THBS1	-0.7
THBS2	-3.09
THBS3	-5.43
THBS4	-9.61
THEG	-9.73
THEG5	7.46
THEGL	7.28
THEM4	-6.55
THEM5	-4.43
THEM6	-9.74
THEMIS	9.64
THEMIS2	-3.24
THG1L	-3.4
THNSL1	9.06
THNSL2	-5.57
THOC1	8.5
THOC2	6.7
THOC3	7.23
THOC5	-8.02
THOC6	-6.91
THOC7	6.6
THOP1	7.39
THPO	-8.71
THRA	-5.74
THRAP3	-5.29
THRB	4.12
THRSP	-6.87
THSD1	-0.49
THSD4	4.92
THSD7A	8.55
THSD7B	-4.35
THTPA	-1.51
THUMPD1	2.03
THUMPD2	4.36
THUMPD3	-9.71
THY1	5.98
THYN1	0.71
TIA1	-0.25
TIAF1	-2.29
TIAL1	8.2
TIAM1	-6.72
TIAM2	7.98
TICAM1	7.18
TICAM2	5.25
TICRR	5.85
TIE1	4.41
TIFA	3.02
TIFAB	-2.59
TIGD1	4.14
TIGD2	-6.91
TIGD3	4.61
TIGD4	-0.98
TIGD5	3.71
TIGD6	-5.43
TIGD7	7.49
TIGIT	-3.94
TIMD4	-6.09
TIMELESS	-3.86
TIMM10	7.17
TIMM10B	7.85
TIMM13	-8
TIMM17A	-8.54
TIMM17B	9.76
TIMM21	-9.34
TIMM22	-1.71
TIMM23	4.96
TIMM44	7.05
TIMM50	6.55
TIMM8A	-5.82
TIMM8B	-5.98
TIMM9	8.99
TIMMDC1	2.69
TIMP1	4.03
TIMP2	-8.49
TIMP3	0.45
TIMP4	-5.56
TINAG	-8.33
TINAGL1	-0.17
TINF2	-1.01
TIPARP	8.06
TIPIN	4.91
TIPRL	1.41
TIRAP	-4.94
TJAP1	8.77
TJP1	-6.96
TJP2	-2.34
TJP3	-6.88
TK1	-6.57
TK2	8.76
TKT	3.04
TKTL1	7.99
TKTL2	0.06
TLCD1	0.99
TLCD2	4.07
TLDC1	3.72
TLDC2	-8.53
TLE1	-6.43
TLE2	-3.88
TLE3	-6.64
TLE4	-3.27
TLE6	-8.38
TLK1	3.79
TLK2	6.49
TLL1	-8.14
TLL2	1.34
TLN1	2.31
TLN2	-8.81
TLR1	-5.46
TLR10	-4.43
TLR2	-5
TLR3	0.94
TLR4	3.77
TLR5	-9.68
TLR6	0.7
TLR7	6.27
TLR8	-8.58
TLR9	-4.26
TLX1	7.47
TLX1NB	3.94
TLX2	-6.75
TLX3	-8.52
TM2D1	-2.82
TM2D2	0.46
TM2D3	-6.2
TM4SF1	-4.24
TM4SF18	-8.65
TM4SF19	-6.89
TM4SF20	-2.29
TM4SF4	5.48
TM4SF5	9.54
TM6SF1	-6.18
TM6SF2	4.62
TM7SF2	3.94
TM7SF3	9.88
TM9SF1	-3.83
TM9SF2	7.75
TM9SF3	3.68
TM9SF4	3.94
TMA16	-7.44
TMA7	1.09
TMBIM1	-3.91
TMBIM4	-8.41
TMBIM6	-6.72
TMC1	7.89
TMC2	9.89
TMC3	-2.02
TMC4	7.38
TMC5	-9.36
TMC6	-3.02
TMC7	-0.55
TMC8	1.32
TMCC1	1.27
TMCC2	-3.08
TMCC3	4.82
TMCO1	0.68
TMCO2	-7.38
TMCO3	-4.07
TMCO4	9.23
TMCO5A	3.69
TMCO6	-0.28
TMED1	4.24
TMED10	-7.83
TMED2	1.39
TMED3	7.14
TMED4	-4.01
TMED5	-4.36
TMED6	-5.94
TMED7	-2.12
TMED7-TICAM2	9.45
TMED8	-7.46
TMED9	-0.66
TMEFF1	5.53
TMEFF2	-1.57
TMEM100	5.59
TMEM101	-0.96
TMEM102	0.27
TMEM104	-7.63
TMEM105	9.74
TMEM106A	4.17
TMEM106B	1.24
TMEM106C	4.6
TMEM107	8.26
TMEM108	-3.04
TMEM109	4.03
TMEM11	7.63
TMEM110	2.06
TMEM110-MUSTN1	3.9
TMEM114	8.81
TMEM115	2.39
TMEM116	0.42
TMEM117	3.37
TMEM119	5.2
TMEM120A	-0.81
TMEM120B	-6.95
TMEM121	7.58
TMEM123	2.06
TMEM125	-7.43
TMEM126A	0.72
TMEM126B	7.79
TMEM127	-7.71
TMEM128	1.8
TMEM129	-4.92
TMEM130	-6.97
TMEM131	2.79
TMEM132A	9.57
TMEM132B	9.52
TMEM132C	1.2
TMEM132D	4.3
TMEM132E	9.21
TMEM133	5.38
TMEM134	8.11
TMEM135	-4.64
TMEM136	8.93
TMEM138	4.04
TMEM139	-4.82
TMEM140	-7.77
TMEM141	-2.91
TMEM143	-6.79
TMEM144	-1.94
TMEM145	7.66
TMEM147	3.88
TMEM14A	-2.28
TMEM14B	-6.41
TMEM14C	-6.79
TMEM14E	-4.85
TMEM150A	-6.47
TMEM150B	-1.37
TMEM150C	-9.8
TMEM151A	6.76
TMEM151B	-4.08
TMEM154	4.62
TMEM155	-8.83
TMEM156	2.31
TMEM158	1.13
TMEM159	-1.77
TMEM160	-4.44
TMEM161A	7.32
TMEM161B	9.47
TMEM163	9.88
TMEM164	5.8
TMEM165	2.17
TMEM167A	5.24
TMEM167B	-6.99
TMEM168	-9.59
TMEM169	-3.39
TMEM17	-9.25
TMEM170A	2
TMEM170B	5.79
TMEM171	8.97
TMEM173	7.24
TMEM174	8.85
TMEM175	-6.59
TMEM176A	1.74
TMEM176B	1.45
TMEM177	0.84
TMEM178A	-4.73
TMEM178B	-9.87
TMEM179	-0.27
TMEM179B	2.96
TMEM18	4.9
TMEM180	-7.63
TMEM181	-5.01
TMEM182	-6.44
TMEM183A	2.82
TMEM183B	-7.13
TMEM184A	-0.78
TMEM184B	-7.82
TMEM184C	-1.13
TMEM185A	-5.42
TMEM185B	-7.27
TMEM186	-6.21
TMEM187	0.46
TMEM189	6.21
TMEM189-UBE2V1	7.13
TMEM19	-3.64
TMEM190	-6.47
TMEM191B	4.71
TMEM191C	-1.57
TMEM192	-1.03
TMEM194A	9.89
TMEM194B	-7.4
TMEM196	-9.8
TMEM198	6.37
TMEM199	-3.34
TMEM2	2.15
TMEM200A	-2.37
TMEM200B	2.66
TMEM200C	-6.99
TMEM201	0.14
TMEM202	4.85
TMEM203	9.18
TMEM204	4.45
TMEM205	9.6
TMEM206	-2.32
TMEM207	8.54
TMEM208	5.14
TMEM209	-7.76
TMEM210	-8.6
TMEM211	7.4
TMEM212	-3.39
TMEM213	-3.96
TMEM214	-2.69
TMEM215	7.19
TMEM216	7.31
TMEM217	-5.12
TMEM218	-7.74
TMEM219	2.51
TMEM220	8.06
TMEM221	-0.49
TMEM222	-1.24
TMEM223	-9.95
TMEM225	5.22
TMEM229A	7.13
TMEM229B	-3.25
TMEM230	4.31
TMEM231	5.27
TMEM232	9.91
TMEM233	-0.09
TMEM234	2.21
TMEM235	-9.2
TMEM236	0.67
TMEM237	4.6
TMEM238	-6.19
TMEM239	-0.25
TMEM240	-7.42
TMEM241	-8.3
TMEM242	6.78
TMEM243	4.12
TMEM244	-2.53
TMEM245	-8.89
TMEM246	-7.59
TMEM247	5.58
TMEM248	0
TMEM249	7.46
TMEM25	5.34
TMEM251	-9.89
TMEM252	3.77
TMEM253	7
TMEM254	-3.48
TMEM255A	-5.46
TMEM255B	-0.75
TMEM256	8.64
TMEM257	-7.54
TMEM258	-6.24
TMEM259	5.68
TMEM26	6.64
TMEM260	4.38
TMEM261	-2.87
TMEM262	1.23
TMEM27	-5.38
TMEM30A	0.07
TMEM30B	1.09
TMEM31	9.6
TMEM33	2.56
TMEM35	-5.06
TMEM37	-5.28
TMEM38A	-8.06
TMEM38B	8.1
TMEM39A	8.27
TMEM39B	-1.78
TMEM40	-8.74
TMEM41A	-9.95
TMEM41B	-2.62
TMEM42	-5.15
TMEM43	2.19
TMEM44	-2.92
TMEM45A	-8.95
TMEM45B	-0.61
TMEM47	-6.8
TMEM5	-4.52
TMEM50A	7.21
TMEM50B	0.9
TMEM51	0.71
TMEM52	-9.91
TMEM52B	-2.69
TMEM53	-6.06
TMEM54	-1.3
TMEM55A	-2.2
TMEM55B	-0.98
TMEM56	1.16
TMEM57	0.38
TMEM59	-0.27
TMEM59L	6.92
TMEM60	9.38
TMEM61	5.04
TMEM62	3.49
TMEM63A	-4.55
TMEM63B	-3.58
TMEM63C	3.93
TMEM64	-7.18
TMEM65	2.44
TMEM66	-6.46
TMEM67	-8.12
TMEM68	-0.66
TMEM69	1.79
TMEM70	-6.44
TMEM71	4.62
TMEM72	-2.33
TMEM74	6.15
TMEM74B	-3.06
TMEM79	-5.69
TMEM80	-9.18
TMEM81	2.77
TMEM82	5.32
TMEM86A	-6.58
TMEM86B	-8.39
TMEM87A	-3.36
TMEM87B	-9.56
TMEM88	-9.68
TMEM88B	-6.49
TMEM89	-9.38
TMEM8A	-6.83
TMEM8B	7.11
TMEM8C	6.15
TMEM9	-7.17
TMEM91	2.73
TMEM92	4.12
TMEM95	-2.57
TMEM97	4.8
TMEM98	-3.89
TMEM99	2.39
TMEM9B	-7.08
TMF1	-8.24
TMIE	-5.55
TMIGD1	1.65
TMIGD2	-1.12
TMLHE	4.23
TMOD1	-5.49
TMOD2	2.27
TMOD3	1.7
TMOD4	-7.69
TMPO	-5.13
TMPPE	8.65
TMPRSS11A	-8.9
TMPRSS11B	-5.79
TMPRSS11D	-8.19
TMPRSS11E	-4.7
TMPRSS11F	-9.89
TMPRSS12	-5.86
TMPRSS13	-9
TMPRSS15	-2.35
TMPRSS2	9.87
TMPRSS3	6.94
TMPRSS4	-1.72
TMPRSS5	2.73
TMPRSS6	-5.82
TMPRSS7	6.55
TMPRSS9	-4.53
TMSB10	-5.68
TMSB15A	7.95
TMSB15B	5.22
TMSB4X	-2.15
TMSB4Y	0.53
TMTC1	-4.72
TMTC2	-2.64
TMTC3	2.44
TMTC4	8.73
TMUB1	0.1
TMUB2	8.4
TMX1	-3.79
TMX2	-6.7
TMX3	-6.08
TMX4	-2.43
TNC	-8.65
TNF	6.59
TNFAIP1	-8.07
TNFAIP2	1.32
TNFAIP3	-2.49
TNFAIP6	7.38
TNFAIP8	4.38
TNFAIP8L1	-2.22
TNFAIP8L2	-0.65
TNFAIP8L3	-4.52
TNFRSF10A	-5.99
TNFRSF10B	1.37
TNFRSF10C	-2.51
TNFRSF10D	-1.67
TNFRSF11A	5.11
TNFRSF11B	-0.24
TNFRSF12A	-5.89
TNFRSF13B	0.08
TNFRSF13C	2.88
TNFRSF14	0.52
TNFRSF17	-3.6
TNFRSF18	-1.13
TNFRSF19	-2.43
TNFRSF1A	3.16
TNFRSF1B	-1.66
TNFRSF21	-5.69
TNFRSF25	2.19
TNFRSF4	-1.73
TNFRSF6B	8.34
TNFRSF8	-0.6
TNFRSF9	-9.55
TNFSF10	-1.5
TNFSF11	4.44
TNFSF12	6.15
TNFSF12-TNFSF13	9.83
TNFSF13	0.16
TNFSF13B	5.97
TNFSF14	6.81
TNFSF15	-8.45
TNFSF18	9.06
TNFSF4	9.52
TNFSF8	-7.83
TNFSF9	0.64
TNIK	-4.28
TNIP1	4.91
TNIP2	0.54
TNIP3	-3.04
TNK1	1.69
TNK2	-7.86
TNKS	9.32
TNKS1BP1	-1.81
TNKS2	5.15
TNMD	7.21
TNN	4.89
TNNC1	-9.22
TNNC2	2.22
TNNI1	-9.52
TNNI2	-3.59
TNNI3	-2.04
TNNI3K	3.74
TNNT1	-4.74
TNNT2	-0.02
TNNT3	-4.5
TNP1	-9.73
TNP2	3.38
TNPO1	-4.5
TNPO2	0.16
TNPO3	-1.65
TNR	-5.4
TNRC18	5.64
TNRC6A	7.89
TNRC6B	-7.84
TNRC6C	0.34
TNS1	-3.93
TNS3	6.03
TNS4	-1.56
TNXB	2.8
TOB1	4.95
TOB2	2.59
TOE1	0.17
TOLLIP	2.26
TOM1	-3.7
TOM1L1	-9.28
TOM1L2	0.2
TOMM20	-0.95
TOMM20L	4.7
TOMM22	4.27
TOMM34	-7.54
TOMM40	-5.59
TOMM40L	8.15
TOMM5	5.11
TOMM6	-0.45
TOMM7	1.84
TOMM70A	7.45
TONSL	8.75
TOP1	-9.93
TOP1MT	-6.63
TOP2A	0.26
TOP2B	0.71
TOP3A	3.99
TOP3B	-6.24
TOPAZ1	6.52
TOPBP1	4.88
TOPORS	-2.9
TOR1A	2.7
TOR1AIP1	-0.56
TOR1AIP2	-4.12
TOR1B	3.54
TOR2A	6.54
TOR3A	-9.12
TOR4A	3.34
TOX	8.93
TOX2	-5.61
TOX3	3.7
TOX4	-0.83
TP53	-6.11
TP53AIP1	3.78
TP53BP1	-4.83
TP53BP2	2.34
TP53I11	7.25
TP53I13	4.52
TP53I3	0.33
TP53INP1	5.27
TP53INP2	1.93
TP53RK	-0.5
TP53TG3	7.11
TP53TG3B	0.29
TP53TG3C	-4.96
TP53TG3D	-1.65
TP53TG5	-6.74
TP63	-2.03
TP73	-7.17
TPBG	-2.63
TPBGL	7.09
TPCN1	2.63
TPCN2	-4.6
TPD52	2.28
TPD52L1	-2.53
TPD52L2	2.8
TPD52L3	1.4
TPGS1	4.78
TPGS2	-4.85
TPH1	2.76
TPH2	-4.08
TPI1	-4.17
TPK1	1.21
TPM1	2.23
TPM2	-5.16
TPM3	4.81
TPM4	3.03
TPMT	-0.09
TPO	7.35
TPP1	4.22
TPP2	4.45
TPPP	8.88
TPPP2	-0.95
TPPP3	7.69
TPR	-5.94
TPRA1	6.01
TPRG1	3.04
TPRG1L	-3.55
TPRKB	-0.74
TPRN	-8.44
TPRX1	-4.3
TPSAB1	-0.45
TPSB2	5.12
TPSD1	10
TPSG1	7.87
TPST1	5.72
TPST2	6.56
TPT1	-9.4
TPTE	9.42
TPTE2	2.45
TPX2	-4.45
TRA2A	5.09
TRA2B	3.6
TRABD	-1.93
TRABD2A	-6.92
TRABD2B	1.91
TRADD	-3.96
TRAF1	-1.48
TRAF2	4.68
TRAF3	-1.43
TRAF3IP1	0.42
TRAF3IP2	-8.51
TRAF3IP3	9.54
TRAF4	0.91
TRAF5	3.11
TRAF6	8.38
TRAF7	7.82
TRAFD1	-8.35
TRAIP	-0.5
TRAK1	-6.11
TRAK2	-7.59
TRAM1	-5.81
TRAM1L1	9.39
TRAM2	9.25
TRANK1	0.5
TRAP1	8.69
TRAPPC1	2.82
TRAPPC10	6.37
TRAPPC11	-9.28
TRAPPC12	-8.01
TRAPPC13	-0.59
TRAPPC2	9.77
TRAPPC2L	-5.77
TRAPPC3	8.03
TRAPPC3L	8.24
TRAPPC4	7.12
TRAPPC5	8.96
TRAPPC6A	-6.11
TRAPPC6B	5.57
TRAPPC8	8.55
TRAPPC9	1.05
TRAT1	-2.72
TRDMT1	2.77
TRDN	1.29
TREH	3.62
TREM1	-1.34
TREM2	-6.9
TREML1	9.97
TREML2	-3.37
TREML4	-2.07
TRERF1	-8.63
TREX1	-8.01
TREX2	-3.51
TRH	-5.33
TRHDE	-3.44
TRHR	7.53
TRIAP1	0.49
TRIB1	-4.18
TRIB2	8.15
TRIB3	4.28
TRIL	5.82
TRIM10	-8.78
TRIM11	-6.77
TRIM13	1.08
TRIM14	9.65
TRIM15	-5.03
TRIM16	-0.6
TRIM16L	1
TRIM17	8.02
TRIM2	-5.6
TRIM21	-6.75
TRIM22	5.28
TRIM23	-2.51
TRIM24	0.41
TRIM25	-3.66
TRIM26	0.17
TRIM27	-1.69
TRIM28	-9.51
TRIM29	4.54
TRIM3	8.4
TRIM31	2.71
TRIM32	-6.32
TRIM33	1.4
TRIM34	-1.5
TRIM35	7.14
TRIM36	-7.78
TRIM37	-9.44
TRIM38	4.99
TRIM39	0.99
TRIM4	3.45
TRIM40	-5.61
TRIM41	1.95
TRIM42	1.78
TRIM43	-3.15
TRIM43B	-9.57
TRIM44	0.42
TRIM45	2.81
TRIM46	5.32
TRIM47	4.42
TRIM48	7.06
TRIM49	-6.07
TRIM49B	-1.13
TRIM49C	-3.02
TRIM49D1	1.38
TRIM49D2P	7.08
TRIM5	-1.28
TRIM50	-8.95
TRIM51	9.7
TRIM52	-3.52
TRIM54	7.4
TRIM55	5.97
TRIM56	-7.44
TRIM58	-1
TRIM59	-9.33
TRIM6	3.02
TRIM6-TRIM34	-6.35
TRIM60	-5.65
TRIM61	-0.7
TRIM62	1.37
TRIM63	-4.11
TRIM64	-9.89
TRIM64B	9.09
TRIM64C	-8.68
TRIM65	-6.97
TRIM66	6.43
TRIM67	8.08
TRIM68	-2.59
TRIM69	6.34
TRIM7	7.23
TRIM71	7.1
TRIM72	3.15
TRIM73	8.43
TRIM74	-3.54
TRIM77	9.36
TRIM8	7.65
TRIM9	2.5
TRIML1	9.53
TRIML2	-7.15
TRIO	-6.76
TRIOBP	-1.67
TRIP10	2.69
TRIP11	9.36
TRIP12	6.65
TRIP13	-8.75
TRIP4	-4.19
TRIP6	4.46
TRIQK	1.33
TRIT1	2.4
TRMT1	-5.72
TRMT10A	-8.09
TRMT10B	-6.22
TRMT10C	-8.98
TRMT11	5.35
TRMT112	0.21
TRMT12	4.62
TRMT13	4.57
TRMT1L	6.89
TRMT2A	8.82
TRMT2B	0.36
TRMT44	-8.24
TRMT5	3.63
TRMT6	2.87
TRMT61A	9.54
TRMT61B	3.38
TRMU	4.79
TRNAU1AP	-4.45
TRNP1	-8.6
TRNT1	8.06
TRO	1.85
TROAP	-6.43
TROVE2	-4.1
TRPA1	0.88
TRPC1	2.39
TRPC3	3.49
TRPC4	-3.85
TRPC4AP	7.34
TRPC5	-1.44
TRPC5OS	-7.38
TRPC6	-2.22
TRPC7	-4.82
TRPM1	0.93
TRPM2	-8.09
TRPM3	7.4
TRPM4	-2.1
TRPM5	6.88
TRPM6	9.3
TRPM7	6.66
TRPM8	7.25
TRPS1	-3.9
TRPT1	-5.34
TRPV1	-9.45
TRPV2	-8.09
TRPV3	-3.98
TRPV4	3.83
TRPV5	-7.17
TRPV6	-0.17
TRRAP	-4.21
TRUB1	1.62
TRUB2	2.35
TSACC	-7.03
TSC1	-9.96
TSC2	-8.06
TSC22D1	4.5
