Gene	Treatment A label (can include Latex, e.g. (humble $\pi)^{\tau\rho y}$)
SPEF1	-1.05
SPEF2	-9.66
SPEG	9.12
SPEM1	-0.07
SPEN	1.57
SPERT	-8.34
SPESP1	8.31
SPG11	-1.36
SPG20	7.1
SPG21	-3.77
SPG7	0.35
SPHK1	-5.11
SPHK2	3.39
SPHKAP	-5.38
SPI1	7.86
SPIB	-7.98
SPIC	9.2
SPICE1	-5.42
SPIDR	7.32
SPIN1	0.92
SPIN2A	1.51
SPIN2B	1.37
SPIN3	7.13
SPIN4	0.54
SPINK1	0.32
SPINK13	2.63
SPINK14	-2.26
SPINK2	-2.87
SPINK4	-3.24
SPINK5	-3.69
SPINK6	7.43
SPINK7	7.15
SPINK8	3.42
SPINK9	-5.79
SPINT1	-0.69
SPINT2	-0.97
SPINT3	-6.1
SPINT4	-4.52
SPIRE1	-6.89
SPIRE2	-0.44
SPN	6.19
SPNS1	-8.43
SPNS2	-7.07
SPNS3	0.21
SPO11	-7.96
SPOCD1	-9.11
SPOCK1	5.08
SPOCK2	-1.6
SPOCK3	-2.17
SPON1	-0.57
SPON2	3.9
SPOP	-3.99
SPOPL	-9.65
SPP1	-7.38
SPP2	6.53
SPPL2A	-7.8
SPPL2B	-1.65
SPPL2C	3.23
SPPL3	-1.53
SPR	-7.19
SPRED1	-0.27
SPRED2	-7.83
SPRED3	-2.71
SPRN	-9.05
SPRR1A	-4.41
SPRR1B	8.31
SPRR2A	3.64
SPRR2B	2.46
SPRR2D	6.81
SPRR2E	4.51
SPRR2F	5.19
SPRR2G	8.68
SPRR3	7.55
SPRR4	-1.86
SPRTN	-8.81
SPRY1	-9.32
SPRY2	-0.94
SPRY3	7.06
SPRY4	-2.21
SPRYD3	6.91
SPRYD4	-1.98
SPRYD7	7.89
SPSB1	5.04
SPSB2	-3.08
SPSB3	-1.62
SPSB4	7.46
SPTA1	7.38
SPTAN1	-1.62
SPTB	5.48
SPTBN1	-7.17
SPTBN2	4.17
SPTBN4	-9.13
SPTBN5	-5.23
SPTLC1	4.57
SPTLC2	1.94
SPTLC3	3.51
SPTSSA	2.48
SPTSSB	-5.04
SPTY2D1	-3.41
SPZ1	9.43
SQLE	-1.43
SQRDL	-3.58
SQSTM1	8.44
SRA1	3.11
SRBD1	-9.33
SRC	-3.02
SRCAP	-9.41
SRCIN1	3.28
SRCRB4D	-3.91
SRD5A1	-7.05
SRD5A2	5.79
SRD5A3	-0.97
SREBF1	0.5
SREBF2	-8.76
SREK1	1.23
SREK1IP1	-2
SRF	-1.26
SRFBP1	-6.4
SRGAP1	9.73
SRGAP2	-3.85
SRGAP2B	9.28
SRGAP2C	-9.68
SRGAP2D	6.2
SRGAP3	-3.09
SRGN	5.4
SRI	2.41
SRL	9.62
SRM	6.04
SRMS	9.84
SRP14	-2.98
SRP19	5.76
SRP54	-1.28
SRP68	6.93
SRP72	-0.97
SRP9	6.12
SRPK1	-4.97
SRPK2	-0.99
SRPK3	-8.28
SRPR	6.64
SRPRB	0.31
SRPX	1.62
SRPX2	-4.88
SRR	6.77
SRRD	-9.56
SRRM1	4.6
SRRM2	0.5
SRRM3	-7.57
SRRM4	3.32
SRRM5	-5.89
SRRT	-4.3
SRSF1	-1.05
SRSF10	5.62
SRSF11	-6.74
SRSF12	4.06
SRSF2	-6.28
SRSF3	-2.88
SRSF4	6.17
SRSF5	-3.81
SRSF6	1.92
SRSF7	-2.18
SRSF8	-4.97
SRSF9	-1.4
SRXN1	-7.94
SRY	-9.67
SS18	-4.21
SS18L1	1.52
SS18L2	5.34
SSB	-4.4
SSBP1	-5.02
SSBP2	-8.82
SSBP3	-2.52
SSBP4	-6.18
SSC5D	-7.18
SSFA2	3.27
SSH1	-6.6
SSH2	0.66
SSH3	5.32
SSMEM1	-9.91
SSNA1	-2.23
SSPN	4.9
SSPO	-0.49
SSR1	-7.48
SSR2	-8.51
SSR3	-5.98
SSR4	4.96
SSRP1	-5.89
SSSCA1	-7.91
SST	-0.98
SSTR1	-3.65
SSTR2	-9.57
SSTR3	-6.34
SSTR4	7.55
SSTR5	5.92
SSU72	-4.03
SSUH2	2.32
SSX1	-7.7
SSX2	5.14
SSX2B	-0.41
SSX2IP	-8.8
SSX3	-4.52
SSX4	9.64
SSX4B	6.27
SSX5	5.83
SSX7	-2.79
ST13	-5.35
ST14	-6.86
ST18	-3.15
ST20	-1.14
ST20-MTHFS	-8.74
ST3GAL1	-1.99
ST3GAL2	-0.81
ST3GAL3	2.67
ST3GAL4	-2.69
ST3GAL5	9.65
ST3GAL6	-1.64
ST5	8.26
ST6GAL1	-8.58
ST6GAL2	2.58
ST6GALNAC1	5.44
ST6GALNAC2	-8.34
ST6GALNAC3	9.04
ST6GALNAC4	-2.04
ST6GALNAC5	-8.07
ST6GALNAC6	6.93
ST7	-2.44
ST7L	4.18
ST8SIA1	-1.23
ST8SIA2	1.53
ST8SIA3	-4.1
ST8SIA4	8.47
ST8SIA5	-6.22
ST8SIA6	-6.27
STAB1	-4.84
STAB2	0.03
STAC	-4.31
STAC2	4.95
STAC3	-2.29
STAG1	-1.66
STAG2	-5.05
STAG3	1.54
STAM	5.86
STAM2	-0.03
STAMBP	4.94
STAMBPL1	9.01
STAP1	8.62
STAP2	6.46
STAR	8.94
STARD10	5.75
STARD13	-5.73
STARD3	-3.2
STARD3NL	4.07
STARD4	-5.29
STARD5	-6.24
STARD6	-2.67
STARD7	6.34
STARD8	1.5
STARD9	2.24
STAT1	8.55
STAT2	0.45
STAT3	-9.54
STAT4	5.9
STAT5A	-9.82
STAT5B	-9.96
STAT6	5.74
STATH	0.62
STAU1	-0.85
STAU2	0.74
STBD1	3.18
STC1	-1.82
STC2	-6.73
STEAP1	-8.75
STEAP1B	-7.33
STEAP2	-9.69
STEAP3	-6.43
STEAP4	-9.02
STH	-8.19
STIL	-8.82
STIM1	-3.28
STIM2	4.26
STIP1	1.72
STK10	-0.4
STK11	1.88
STK11IP	1.24
STK16	-7.86
STK17A	3.66
STK17B	-1.48
STK19	8.3
STK24	1.08
STK25	-0.37
STK3	-2.19
STK31	8.52
STK32A	-4.01
STK32B	4.44
STK32C	3.53
STK33	-0.91
STK35	4.09
STK36	-2
STK38	-1.27
STK38L	-2.67
STK39	3.62
STK4	6.11
STK40	8.73
STMN1	4.28
STMN2	-6.08
STMN3	-0.8
STMN4	-9.46
STMND1	-0.52
STOM	5.56
STOML1	-1.38
STOML2	-6.19
STOML3	-1.06
STON1	-4.22
STON1-GTF2A1L	-7.76
STON2	-1.25
STOX1	3.34
STOX2	0.58
STPG1	6.64
STPG2	-4.92
STRA13	-2.97
STRA6	-6.57
STRA8	-8.92
STRADA	-8.81
STRADB	-4.56
STRAP	8.62
STRBP	-4.5
STRC	7.42
STRIP1	-7.39
STRIP2	1.3
STRN	-6.3
STRN3	3.38
STRN4	3.39
STS	-0.14
STT3A	-7.15
STT3B	-8.26
STUB1	4.19
STX10	1.81
STX11	3.52
STX12	-1.93
STX16	7.02
STX17	-1.78
STX18	0.13
STX19	-7.08
STX1A	-5.2
STX1B	8.9
STX2	-5.43
STX3	7.41
STX4	5.96
STX5	-6.9
STX6	0.13
STX7	8.77
STX8	-2.3
STXBP1	-5.58
STXBP2	-4.39
STXBP3	3.38
STXBP4	-0.5
STXBP5	-3.27
STXBP5L	-9.38
STXBP6	9.73
STYK1	-4.79
STYX	-2.21
STYXL1	-8.94
SUB1	-1.5
SUCLA2	8.6
SUCLG1	-8.08
SUCLG2	-0.46
SUCNR1	7.38
SUCO	-8.04
SUDS3	1.03
SUFU	-5.53
SUGP1	3.65
SUGP2	-2.88
SUGT1	6.73
SULF1	-9.27
SULF2	4.26
SULT1A1	5.86
SULT1A2	9.29
SULT1A3	-5.94
SULT1A4	2.61
SULT1B1	-1.3
SULT1C2	7.62
SULT1C3	-0.17
SULT1C4	4.37
SULT1E1	-5.77
SULT2A1	-6.5
SULT2B1	-9.2
SULT4A1	-9.38
SULT6B1	9.88
SUMF1	-9.07
SUMF2	5.36
SUMO1	-1.73
SUMO2	-7.39
SUMO3	0.38
SUMO4	-4.35
SUN1	-1.01
SUN2	1.92
SUN3	-3
SUN5	1.64
SUOX	-6.83
SUPT16H	-5.21
SUPT20H	-4.25
SUPT20HL1	3.63
SUPT20HL2	-3.71
SUPT3H	-0.71
SUPT4H1	-9.71
SUPT5H	-2.33
SUPT6H	-5.26
SUPT7L	-1.73
SUPV3L1	5.93
SURF1	4.42
SURF2	-1.59
SURF4	-9.13
SURF6	3.84
SUSD1	-0.08
SUSD2	6.87
SUSD3	1.64
SUSD4	-4.84
SUSD5	4.09
SUV39H1	3.77
SUV39H2	-3.49
SUV420H1	-4.02
SUV420H2	2.01
SUZ12	-2.8
SV2A	-8.48
SV2B	-0.03
SV2C	1.18
SVEP1	-7.6
SVIL	-6.46
SVIP	0.42
SVOP	2.5
SVOPL	-9.23
SWAP70	-2.88
SWI5	-1.44
SWSAP1	-1.71
SWT1	-6.44
SYAP1	-8.47
SYBU	-3.13
SYCE1	3.53
SYCE1L	1.57
SYCE2	6.16
SYCE3	0.96
SYCN	6.2
SYCP1	-1.95
SYCP2	-8.48
SYCP2L	-1.21
SYCP3	-1.98
SYDE1	1.47
SYDE2	4.36
SYF2	8.61
SYK	-5.74
SYMPK	7.65
SYN1	-8.2
SYN2	-4.72
SYN3	1.45
SYNC	2.18
SYNCRIP	5.06
SYNDIG1	7.93
SYNDIG1L	-6.08
SYNE1	5.17
SYNE2	3.22
SYNE3	5.66
SYNE4	4.15
SYNGAP1	-7.79
SYNGR1	-9.2
SYNGR2	5.18
SYNGR3	2.56
SYNGR4	2.78
SYNJ1	-1.25
SYNJ2	9.15
SYNJ2BP	7.43
SYNM	-4.64
SYNPO	-7.31
SYNPO2	2.42
SYNPO2L	8.66
SYNPR	-6.76
SYNRG	-6.76
SYP	-9.65
SYPL1	-5.81
SYPL2	8.35
SYS1	0.25
SYT1	-0.03
SYT10	-2
SYT11	-6.29
SYT12	8.57
SYT13	8.31
SYT14	9.28
SYT15	-7.81
SYT16	1.01
SYT17	6.72
SYT2	-7.95
SYT3	-2.51
SYT4	4.18
SYT5	9.63
SYT6	6.6
SYT7	8.1
SYT8	-5.34
SYT9	7.16
SYTL1	-2.83
SYTL2	0.64
SYTL3	5.94
SYTL4	-1.43
SYTL5	-5.94
SYVN1	3.39
SZRD1	-2.65
SZT2	-0.74
T	-9.91
TAAR1	-1.85
TAAR2	1.63
TAAR5	-3.25
TAAR6	0.86
TAAR8	1.92
TAAR9	4.63
TAB1	0.14
TAB2	-3.68
TAB3	-1.05
TAC1	0.2
TAC3	-9.8
TAC4	2.3
TACC1	9.06
TACC2	2.92
TACC3	-3.22
TACO1	3.29
TACR1	-4.57
TACR2	-0.24
TACR3	3.24
TACSTD2	-8.69
TADA1	-7.35
TADA2A	-2.36
TADA2B	-8.36
TADA3	-8.69
TAF1	-7.78
TAF10	4.57
TAF11	-8.8
TAF12	8.75
TAF13	-8.76
TAF15	3.08
TAF1A	-2.46
TAF1B	6.69
TAF1C	-8.85
TAF1D	-0.91
TAF1L	4.46
TAF2	-3.14
TAF3	2.64
TAF4	0.11
TAF4B	0.24
TAF5	-0.8
TAF5L	2.37
TAF6	-6.86
TAF6L	-3.37
TAF7	-4.32
TAF7L	7.26
TAF8	-8.86
TAF9	-1.29
TAF9B	8.23
TAGAP	4.1
TAGLN	6.11
TAGLN2	5.25
TAGLN3	-9.58
TAL1	0.88
TAL2	2.35
TALDO1	7.78
TAMM41	2.69
TANC1	7.09
TANC2	2.71
TANGO2	7.24
TANGO6	-0.24
TANK	5.31
TAOK1	9.05
TAOK2	1.38
TAOK3	0.63
TAP1	1.37
TAP2	7.07
TAPBP	-0.58
TAPBPL	-9.21
TAPT1	6.77
TARBP1	-1.25
TARBP2	2.28
TARDBP	-7.5
TARM1	8.7
TARP	-0.9
TARS	1.28
TARS2	-6.1
TARSL2	-0.69
TAS1R1	8.05
TAS1R2	-2.1
TAS1R3	-3.28
TAS2R1	-6.01
TAS2R10	5.75
TAS2R13	6.8
TAS2R14	2.45
TAS2R16	-4.14
TAS2R19	5.14
TAS2R20	-3.23
TAS2R3	1.83
TAS2R30	3.15
TAS2R31	-4.81
TAS2R38	8.99
TAS2R39	-2.21
TAS2R4	-5.37
TAS2R40	-0.92
TAS2R41	4.37
TAS2R42	-9.67
TAS2R43	-9.87
TAS2R46	-6.91
TAS2R5	8.18
TAS2R50	6.71
TAS2R60	-3.52
TAS2R7	8.69
TAS2R8	-3.12
TAS2R9	6.32
TASP1	5.63
TAT	2.67
TATDN1	-9.38
TATDN2	6.29
TATDN3	-5.65
TAX1BP1	3.16
TAX1BP3	5.53
TAZ	8.25
TBATA	-2.29
TBC1D1	-2.29
TBC1D10A	7.52
TBC1D10B	4.62
TBC1D10C	-2.54
TBC1D12	7.72
TBC1D13	8.39
TBC1D14	-4.49
TBC1D15	7.63
TBC1D16	-9.11
TBC1D17	-1.97
TBC1D19	0.65
TBC1D2	0.85
TBC1D20	-5.15
TBC1D21	-5.73
TBC1D22A	-4.69
TBC1D22B	-4.33
TBC1D23	-3.58
TBC1D24	5.63
TBC1D25	-2.99
TBC1D26	-7.5
TBC1D28	5.73
TBC1D29	-1.27
TBC1D2B	-4.11
TBC1D3	9.76
TBC1D30	-4.72
TBC1D31	-5.79
TBC1D32	-6.29
TBC1D3B	-8.51
TBC1D3C	-7.14
TBC1D3F	8.13
TBC1D3G	7.23
TBC1D3H	-6.61
TBC1D4	9.89
TBC1D5	0.03
TBC1D7	2.32
TBC1D8	-9.64
TBC1D8B	-8.78
TBC1D9	0.44
TBC1D9B	-1.24
TBCA	-3.51
TBCB	6.2
TBCC	-7.14
TBCCD1	-9.07
TBCD	7.82
TBCE	3.28
TBCEL	-9.54
TBCK	-1.07
TBK1	5.13
TBKBP1	1.55
TBL1X	-6.62
TBL1XR1	-5.2
TBL1Y	2.31
TBL2	0.19
TBL3	-4.06
TBP	-7.85
TBPL1	-7.13
TBPL2	-5.25
TBR1	-6.38
TBRG1	-3.88
TBRG4	-5.44
TBX1	-9.68
TBX10	-9.42
TBX15	0.51
TBX18	4.64
TBX19	-5.46
TBX2	-1.78
TBX20	-8.04
TBX21	8.13
TBX22	9.01
TBX3	-5.6
TBX4	4.63
TBX5	3.96
TBX6	-9.99
TBXA2R	8.17
TBXAS1	-5.69
TC2N	-6.01
TCAIM	6.25
TCAP	-0.08
TCEA1	2.01
TCEA2	-8.14
TCEA3	3.01
TCEAL1	6.56
TCEAL2	6.22
TCEAL3	-7.45
TCEAL4	-3.63
TCEAL5	-9.1
TCEAL6	-0.12
TCEAL7	3.77
TCEAL8	1.24
TCEANC	4.8
TCEANC2	-2.44
TCEB1	-7.31
TCEB2	6.82
TCEB3	8.88
TCEB3B	4.67
TCEB3C	2
TCEB3CL	-9.98
TCEB3CL2	-7.21
TCERG1	-3.29
TCERG1L	2.01
TCF12	9.8
TCF15	7.72
TCF19	2.95
TCF20	0.77
TCF21	8.84
TCF23	0.07
TCF24	-1.73
TCF25	4.49
TCF3	-7.17
TCF4	-4
TCF7	0.46
TCF7L1	-5.75
TCF7L2	-5.47
TCFL5	-3.06
TCHH	8.81
TCHHL1	-4.98
TCHP	-1.76
TCIRG1	5.64
TCL1A	-8.35
TCL1B	-3.32
TCN1	-9.33
TCN2	1.55
TCOF1	9.35
TCP1	-4.19
TCP10	2.06
TCP10L	9
TCP10L2	3.89
TCP11	1.47
TCP11L1	-0.09
TCP11L2	6.69
TCP11X2	-0.63
TCTA	1.07
TCTE1	1.36
TCTE3	6.62
TCTEX1D1	7.61
TCTEX1D2	-3.14
TCTEX1D4	0.24
TCTN1	7.42
TCTN2	5.13
TCTN3	-8.24
TDG	10
TDGF1	4.57
TDO2	0.38
TDP1	5.83
TDP2	-6.1
TDRD1	2.21
TDRD10	7.4
TDRD12	-3.86
TDRD3	6.73
TDRD5	5.23
TDRD6	-6.29
TDRD7	-4.81
TDRD9	-4.91
TDRKH	-6.61
TDRP	7.11
TEAD1	2.48
TEAD2	2.33
TEAD3	-7.52
TEAD4	-1.26
TEC	-9.41
TECPR1	-4.23
TECPR2	6.23
TECR	-3.79
TECRL	-5.14
TECTA	7.94
TECTB	3.44
TEDDM1	-0.07
TEF	6.06
TEFM	2.77
TEK	-8.89
TEKT1	-2.88
TEKT2	-7.26
TEKT3	-5.99
TEKT4	-9.17
TEKT5	0.31
TELO2	-4.2
TEN1	-2.72
TENC1	8.71
TENM1	3.47
TENM2	-1.96
TENM3	5.76
TENM4	3.73
TEP1	0.56
TEPP	-0.32
TERF1	0.11
TERF2	-3.5
TERF2IP	0.14
TERT	-6.24
TES	3.55
TESC	2.22
TESK1	-4.01
TESK2	0
TESPA1	6.64
TET1	-1.14
TET2	7.01
TET3	-6.5
TEX10	-3.08
TEX101	-0.27
TEX11	-7.85
TEX12	-8.52
TEX13A	2.35
TEX13B	2.2
TEX14	7.07
TEX15	-5.37
TEX19	1.27
TEX2	-5.91
TEX22	6.77
TEX26	-3.21
TEX261	-2.18
TEX264	-7.39
TEX28	8.8
TEX29	4.69
TEX30	4.81
TEX33	-1.26
TEX35	4.82
TEX36	1.01
TEX37	-5.15
TEX38	-0.39
TEX40	-7.4
TEX9	-1.83
TF	-5
TFAM	6.76
TFAP2A	-9.32
TFAP2B	7.84
TFAP2C	-5.2
TFAP2D	-8.69
TFAP2E	-5.63
TFAP4	-2.13
TFB1M	-3.34
TFB2M	5.97
TFCP2	7.6
TFCP2L1	9.28
TFDP1	0.39
TFDP2	-0.94
TFDP3	-6.03
TFE3	-0.83
TFEB	7.86
TFEC	-1.68
TFF1	-6.01
TFF2	-1.16
TFF3	9.94
TFG	-9.05
TFIP11	0.5
TFPI	-8.69
TFPI2	4.37
TFPT	3.15
TFR2	-8.35
TFRC	-1.37
TG	1.8
TGDS	0.85
TGFA	-4.59
TGFB1	6.24
TGFB1I1	1.88
TGFB2	7.47
TGFB3	0.88
TGFBI	-6.04
TGFBR1	-1.91
TGFBR2	-6.89
TGFBR3	-6.01
TGFBR3L	-3.85
TGFBRAP1	-1.33
TGIF1	8.55
TGIF2	6.67
TGIF2-C20orf24	0.16
TGIF2LX	5.03
TGIF2LY	-6.79
TGM1	5.55
TGM2	7.52
TGM3	2.3
TGM4	-8.39
TGM5	-9.89
TGM6	-5.68
TGM7	0.49
TGOLN2	-9.77
TGS1	-7.27
TH	-4.45
THADA	-1.26
THAP1	-2.23
THAP10	-8.8
THAP11	9.52
THAP2	4.34
THAP3	-5.96
THAP4	-5.21
THAP5	-7.68
THAP6	7.89
THAP7	7.78
THAP8	4.41
THAP9	-6.53
THBD	8.27
THBS1	-1.26
THBS2	2.29
THBS3	-4.57
THBS4	7.67
THEG	4.12
THEG5	-1.21
THEGL	4.23
THEM4	4.05
THEM5	4.85
THEM6	-9.3
THEMIS	0.65
THEMIS2	-0.55
THG1L	7.53
THNSL1	9.82
THNSL2	1.24
THOC1	-1.24
THOC2	8.87
THOC3	2.81
THOC5	-7.63
THOC6	-1.86
THOC7	-4.4
THOP1	-4.84
THPO	-0.58
THRA	-8.74
THRAP3	4.65
THRB	-4.42
THRSP	-0.82
THSD1	2.45
THSD4	-2.1
THSD7A	-0.08
THSD7B	3.03
THTPA	-8.36
THUMPD1	-8.74
THUMPD2	-3.28
THUMPD3	-4.02
THY1	1.98
THYN1	-0.92
TIA1	1.71
TIAF1	7.46
TIAL1	-7.82
TIAM1	-5.71
TIAM2	-4.02
TICAM1	-8.54
TICAM2	-6.9
TICRR	-1.6
TIE1	5.71
TIFA	-2.89
TIFAB	-7.4
TIGD1	2.75
TIGD2	1.83
TIGD3	-4.53
TIGD4	1.25
TIGD5	4.46
TIGD6	2.43
TIGD7	2.52
TIGIT	1.96
TIMD4	2.42
TIMELESS	3.68
TIMM10	3.3
TIMM10B	7.44
TIMM13	4.38
TIMM17A	-4.99
TIMM17B	-6.28
TIMM21	-5.97
TIMM22	-4
TIMM23	-5.06
TIMM44	4.71
TIMM50	0.08
TIMM8A	-9.01
TIMM8B	-7.06
TIMM9	-3.95
TIMMDC1	4.86
TIMP1	-6.2
TIMP2	6.23
TIMP3	-9.56
TIMP4	8.76
TINAG	-3.35
TINAGL1	-3.41
TINF2	8.84
TIPARP	-7.86
TIPIN	1.31
TIPRL	1.05
TIRAP	-2.29
TJAP1	-8.42
TJP1	-3.78
TJP2	8
TJP3	0.04
TK1	-1.19
TK2	-9.5
TKT	7.55
TKTL1	-3.29
TKTL2	3.95
TLCD1	3.19
TLCD2	-3.42
TLDC1	6.97
TLDC2	1.45
TLE1	-3.68
TLE2	1.02
TLE3	-2.98
TLE4	-4.07
TLE6	3.66
TLK1	-7.53
TLK2	6.6
TLL1	8.54
TLL2	4.09
TLN1	6.76
TLN2	6.26
TLR1	-7.23
TLR10	2.52
TLR2	3.6
TLR3	-0.76
TLR4	6.73
TLR5	-9.07
TLR6	8.61
TLR7	-8.93
TLR8	-3.63
TLR9	3.32
TLX1	7.94
TLX1NB	6.7
TLX2	2.77
TLX3	-4.99
TM2D1	-0.1
TM2D2	-9.81
TM2D3	-7.96
TM4SF1	-1.95
TM4SF18	-9.08
TM4SF19	-7.82
TM4SF20	-9.58
TM4SF4	-1.03
TM4SF5	-5
TM6SF1	2.46
TM6SF2	-4.25
TM7SF2	4.26
TM7SF3	-6.14
TM9SF1	5.99
TM9SF2	6.65
TM9SF3	0.37
TM9SF4	5.16
TMA16	-4.8
TMA7	-7.6
TMBIM1	1.4
TMBIM4	9.35
TMBIM6	6.55
TMC1	-1.38
TMC2	-9.94
TMC3	7.44
TMC4	-4.77
TMC5	0.01
TMC6	-5.44
TMC7	6.54
TMC8	-0.7
TMCC1	-3.17
TMCC2	6.55
TMCC3	6.31
TMCO1	6.22
TMCO2	-5.33
TMCO3	-7.56
TMCO4	4.07
TMCO5A	-3.55
TMCO6	-5.71
TMED1	-6.44
TMED10	0.09
TMED2	5.19
TMED3	-8.98
TMED4	-1.05
TMED5	-2.08
TMED6	6.98
TMED7	-6.47
TMED7-TICAM2	0.65
TMED8	7.31
TMED9	-8.44
TMEFF1	-4.42
TMEFF2	-6.61
TMEM100	9.74
TMEM101	0.45
TMEM102	-7.56
TMEM104	-4.68
TMEM105	-6.36
TMEM106A	4.88
TMEM106B	-7.59
TMEM106C	-8.83
TMEM107	-3.18
TMEM108	1.6
TMEM109	1.15
TMEM11	-5.03
TMEM110	9.47
TMEM110-MUSTN1	-3.05
TMEM114	-0.91
TMEM115	-6.5
TMEM116	-3.69
TMEM117	-5.54
TMEM119	5.02
TMEM120A	9.33
TMEM120B	8.02
TMEM121	-7.2
TMEM123	-0.12
TMEM125	-6.88
TMEM126A	7.23
TMEM126B	-3.7
TMEM127	1.9
TMEM128	3.04
TMEM129	-9.94
TMEM130	-6.94
TMEM131	6.46
TMEM132A	-8.22
TMEM132B	5.97
TMEM132C	6.78
TMEM132D	8.53
TMEM132E	-7.62
TMEM133	9.98
TMEM134	1.33
TMEM135	9.5
TMEM136	-4.02
TMEM138	-0.92
TMEM139	-2.85
TMEM140	2.77
TMEM141	5.47
TMEM143	-8.17
TMEM144	6.52
TMEM145	-1.79
TMEM147	-5.87
TMEM14A	-8.39
TMEM14B	7.09
TMEM14C	-3.85
TMEM14E	-4.5
TMEM150A	-7.95
TMEM150B	-1.21
TMEM150C	-5.23
TMEM151A	-9.12
TMEM151B	1.37
TMEM154	7.02
TMEM155	-6.03
TMEM156	-4.38
TMEM158	-1.77
TMEM159	-1.85
TMEM160	2.89
TMEM161A	-4.31
TMEM161B	-1.56
TMEM163	2.26
TMEM164	7.65
TMEM165	5.18
TMEM167A	0.66
TMEM167B	-6.75
TMEM168	-7.17
TMEM169	-3.03
TMEM17	2.27
TMEM170A	3.97
TMEM170B	-1.16
TMEM171	9.12
TMEM173	-7.31
TMEM174	1.15
TMEM175	-6.46
TMEM176A	2.52
TMEM176B	-2.56
TMEM177	-9.07
TMEM178A	-2.82
TMEM178B	2.78
TMEM179	5.62
TMEM179B	8.57
TMEM18	0.63
TMEM180	4.13
TMEM181	6.5
TMEM182	-6.87
TMEM183A	-6.2
TMEM183B	4.39
TMEM184A	-8.01
TMEM184B	1.98
TMEM184C	-6.06
TMEM185A	0.89
TMEM185B	8.28
TMEM186	-2.64
TMEM187	9.04
TMEM189	-3.44
TMEM189-UBE2V1	6.95
TMEM19	-9.42
TMEM190	9.04
TMEM191B	-0.84
TMEM191C	4.46
TMEM192	4.01
TMEM194A	-8.13
TMEM194B	2.22
TMEM196	6.61
TMEM198	-5.08
TMEM199	3.39
TMEM2	7.78
TMEM200A	2.24
TMEM200B	-9.92
TMEM200C	-8.26
TMEM201	-9.49
TMEM202	-7.3
TMEM203	9.84
TMEM204	1.71
TMEM205	0.12
TMEM206	1.42
TMEM207	-8.52
TMEM208	4.37
TMEM209	-4.28
TMEM210	7.64
TMEM211	-4.66
TMEM212	-8.23
TMEM213	6.96
TMEM214	4.07
TMEM215	-1.56
TMEM216	9.55
TMEM217	3.7
TMEM218	-6.91
TMEM219	0.54
TMEM220	-9.57
TMEM221	1.79
TMEM222	7.82
TMEM223	0.76
TMEM225	1.74
TMEM229A	-8.94
TMEM229B	9.65
TMEM230	-2.81
TMEM231	1.39
TMEM232	4.71
TMEM233	-5.07
TMEM234	9.6
TMEM235	4.41
TMEM236	-9.2
TMEM237	-3.68
TMEM238	2.85
TMEM239	1.68
TMEM240	7.74
TMEM241	1.82
TMEM242	-4.84
TMEM243	-0.22
TMEM244	-6.86
TMEM245	-7.73
TMEM246	7.69
TMEM247	3.31
TMEM248	-4.86
TMEM249	5.42
TMEM25	4.77
TMEM251	9.65
TMEM252	1.09
TMEM253	-3.76
TMEM254	-8
TMEM255A	2.36
TMEM255B	4.92
TMEM256	-5.23
TMEM257	3.53
TMEM258	-7.13
TMEM259	3.08
TMEM26	-7.73
TMEM260	-9.25
TMEM261	9.85
TMEM262	0.29
TMEM27	8.55
TMEM30A	-6.94
TMEM30B	-5.4
TMEM31	-3.17
TMEM33	-6.83
TMEM35	8.35
TMEM37	7.27
TMEM38A	4.66
TMEM38B	-2.17
TMEM39A	3.2
TMEM39B	-2.36
TMEM40	-7.45
TMEM41A	-8.29
TMEM41B	-3.78
TMEM42	-1.57
TMEM43	3.96
TMEM44	8.48
TMEM45A	3.24
TMEM45B	0.56
TMEM47	-2.98
TMEM5	1.89
TMEM50A	-9.85
TMEM50B	-9.6
TMEM51	-8.77
TMEM52	2.93
TMEM52B	0.74
TMEM53	-6.51
TMEM54	5.45
TMEM55A	3.11
TMEM55B	8.01
TMEM56	-0.96
TMEM57	1.31
TMEM59	-3.22
TMEM59L	8.58
TMEM60	-6.31
TMEM61	7.61
TMEM62	7.5
TMEM63A	-8.17
TMEM63B	-4.84
TMEM63C	-5.4
TMEM64	0.23
TMEM65	-3.46
TMEM66	3.2
TMEM67	0.67
TMEM68	6.74
TMEM69	-9.28
TMEM70	3.8
TMEM71	-6.02
TMEM72	1.72
TMEM74	0.23
TMEM74B	4.4
TMEM79	-1.56
TMEM80	6.36
TMEM81	2.56
TMEM82	-4.05
TMEM86A	-8.97
TMEM86B	0.08
TMEM87A	-9.77
TMEM87B	3.24
TMEM88	-2.5
TMEM88B	5.63
TMEM89	-5.56
TMEM8A	6.69
TMEM8B	-9.89
TMEM8C	7.09
TMEM9	-8.16
TMEM91	7.77
TMEM92	0.88
TMEM95	-2.58
TMEM97	-8.46
TMEM98	-2.69
TMEM99	-9.83
TMEM9B	-0.07
TMF1	-6.32
TMIE	-5.47
TMIGD1	-5.2
TMIGD2	-1.9
TMLHE	7.52
TMOD1	-8.29
TMOD2	-8.3
TMOD3	1.96
TMOD4	-6.62
TMPO	8.25
